date,market,channel_1,channel_2
2023-01-01,US,70.17149639544333,20.945955963490487
2023-01-02,US,90.24391756920957,45.82891553451544
2023-01-03,US,9.178717351130006,26.322735321534708
2023-01-04,US,70.19006444760333,32.93952383353003
2023-01-05,US,21.954505105604085,49.82242035007794
2023-01-06,US,92.54609074629197,48.11688970966681
2023-01-07,US,49.3129731460578,14.68512050662798
2023-01-08,US,10.742304158783467,8.353732068052677
2023-01-09,US,3.355931516093169,20.668778062583154
2023-01-10,US,99.51189874971162,13.563508485271198
2023-01-11,US,21.921208449878783,45.695966939257154
2023-01-12,US,92.43765919642775,26.732318417953977
2023-01-13,US,22.229765998518538,17.876798775147584
2023-01-14,US,15.532618210541171,48.52002926341009
2023-01-15,US,28.357807654807477,48.031682839122055
2023-01-16,US,20.66612662454834,10.639644336123306
2023-01-17,US,79.60403535473435,36.640219311418115
2023-01-18,US,54.284098822367376,6.261822929629146
2023-01-19,US,0.4522148378185098,41.97696179749772
2023-01-20,US,16.616114255068492,10.921177118608938
2023-01-21,US,63.89669152260665,38.87207556081397
2023-01-22,US,62.506972377854595,41.810258823846894
2023-01-23,US,59.292740410183974,25.03569928791114
2023-01-24,US,54.44224900897121,35.00694688090735
2023-01-25,US,82.38551880757541,30.833517356438445
2023-01-26,US,2.6113680366442793,14.642410917186016
2023-01-27,US,4.213145065579305,25.16733299937668
2023-01-28,US,35.634514215442934,10.983289714068366
2023-01-29,US,65.54612245672743,23.150829399613883
2023-01-30,US,55.301865375309376,29.865844767659823
2023-01-31,US,91.65880841473832,47.34579878234354
2023-02-01,US,91.39949972586416,40.44499535897378
2023-02-02,US,27.65890107138639,30.79553364192297
2023-02-03,US,19.275353334441437,33.65319031936729
2023-02-04,US,59.791045640978666,27.15741908576254
2023-02-05,US,17.988588608142276,23.878979389252514
2023-02-06,US,7.523764815720102,6.045616996185743
2023-02-07,US,0.0020359035413308746,12.51491037953199
2023-02-08,US,37.936768351044215,11.462074218970319
2023-02-09,US,84.8117645727905,17.405071519963084
2023-02-10,US,22.13373644787293,41.2439273716868
2023-02-11,US,29.146560066987337,2.177281497421796
2023-02-12,US,7.289054603245559,13.91193804114893
2023-02-13,US,81.29183904881889,9.569855262863431
2023-02-14,US,90.03752963437735,10.49901813866847
2023-02-15,US,51.41748733634539,46.66468896327416
2023-02-16,US,59.313175691629624,22.223766973758153
2023-02-17,US,31.309676241021467,24.097649928892984
2023-02-18,US,67.35046973819885,5.032757984579178
2023-02-19,US,78.58981201761786,13.297662397756977
2023-02-20,US,95.31377023162325,48.32296505979116
2023-02-21,US,90.2482233643339,31.51181806709813
2023-02-22,US,9.11994885161601,4.1152392290318645
2023-02-23,US,73.2284477698153,43.68818067736986
2023-02-24,US,7.591888567881067,38.79109254127398
2023-02-25,US,38.42788353154093,37.928142395034435
2023-02-26,US,14.8389523051889,32.700745123121095
2023-02-27,US,63.07451261288441,17.85191869346513
2023-02-28,US,41.648517650263095,18.5838765522454
2023-03-01,US,61.208423503201374,37.428096848914386
2023-03-02,US,33.98710540031197,28.905415065537422
2023-03-03,US,75.462258338662,31.486547640122552
2023-03-04,US,23.020961038412537,21.667019799297837
2023-03-05,US,89.81352108527652,5.583028085136455
2023-03-06,US,21.87550520532312,31.736218864486737
2023-03-07,US,77.39135323568226,42.831764520971106
2023-03-08,US,28.416005319367777,10.66961052093065
2023-03-09,US,72.35716505091922,30.770592365965637
2023-03-10,US,1.8258341902844366,45.12963820660628
2023-03-11,US,64.02782631171843,10.029796531252844
2023-03-12,US,64.59800427487218,48.45346887120012
2023-03-13,US,43.58657399706364,31.389214243717007
2023-03-14,US,90.89656589576305,37.402452812328555
2023-03-15,US,32.480954650073436,30.049217248166222
2023-03-16,US,51.63294512587524,39.43364311465159
2023-03-17,US,78.83262743292647,18.407122268677856
2023-03-18,US,62.95975677586172,14.909882742971053
2023-03-19,US,55.44831831944862,30.83885908916938
2023-03-20,US,52.263680066659,34.578293669914466
2023-03-21,US,68.93746307151591,36.289529878270585
2023-03-22,US,38.8645360664597,7.744895523886281
2023-03-23,US,77.35870188896594,22.515994958884335
2023-03-24,US,70.81009892681885,23.78852637194179
2023-03-25,US,51.46222532700489,0.42963885790099354
2023-03-26,US,87.59710537176593,40.21506530395841
2023-03-27,US,25.855438098049188,29.912854640118024
2023-03-28,US,84.90528999555256,3.5639005878123853
2023-03-29,US,47.24439022878823,43.42775224951522
2023-03-30,US,38.46473020763531,20.493618040015694
2023-03-31,US,25.77595665860304,15.784009451792292
2023-04-01,US,94.37332607213884,44.66586527528339
2023-04-02,US,34.486278953643236,28.64141430952331
2023-04-03,US,49.65594116339651,16.968196990391814
2023-04-04,US,38.71744371632768,24.520784004286455
2023-04-05,US,92.98768383989456,38.571885393112765
2023-04-06,US,67.80594597742571,10.970066967869352
2023-04-07,US,41.66879003278892,0.831223024252653
2023-04-08,US,0.3040317787288749,41.39569461388636
2023-04-09,US,87.90130805151551,1.6764115611332842
2023-04-10,US,3.168214011559034,41.12211207511281
2023-01-01,EU,9.498703819805298,2.0488472610127983
2023-01-02,EU,38.11650714285012,47.81248168876209
2023-01-03,EU,26.290245144015778,6.758928630215749
2023-01-04,EU,87.42562038400202,40.8529238326665
2023-01-05,EU,11.922419279521613,20.93504134151339
2023-01-06,EU,2.720904598826457,35.080935661330656
2023-01-07,EU,13.9122606597615,22.43500695419592
2023-01-08,EU,87.36233225941155,1.3789003538697442
2023-01-09,EU,23.60057570733668,8.606091351888306
2023-01-10,EU,68.31960774796862,44.67350738920203
2023-01-11,EU,78.08882355120204,1.9085310371383946
2023-01-12,EU,55.47082938612361,14.783845481571817
2023-01-13,EU,21.04429286039986,14.062591432975536
2023-01-14,EU,98.39527963238407,1.163377894424289
2023-01-15,EU,87.78736954315065,3.711913212871959
2023-01-16,EU,81.6285362334363,17.92080663141738
2023-01-17,EU,96.51302625824283,17.672460541097074
2023-01-18,EU,78.54459447472827,18.073771869652983
2023-01-19,EU,74.21368612706424,7.450106204590989
2023-01-20,EU,63.31940616869966,49.34537057788845
2023-01-21,EU,69.03736298544617,25.978417034768125
2023-01-22,EU,59.17164925013023,15.564757471676494
2023-01-23,EU,31.97908854615831,39.68053214753854
2023-01-24,EU,28.99104825522947,28.908422532573493
2023-01-25,EU,5.607297461888638,0.10433285930423475
2023-01-26,EU,94.53124918238865,3.372735083747963
2023-01-27,EU,50.47033041204637,13.966946298435323
2023-01-28,EU,76.62646015873885,14.639756627688882
2023-01-29,EU,44.591736946562634,12.40199947133408
2023-01-30,EU,39.288659408921745,28.73406418311662
2023-01-31,EU,22.923146120046813,38.93911780391704
2023-02-01,EU,34.75469107567869,35.31779388458887
2023-02-02,EU,77.39061852754705,22.74741399180235
2023-02-03,EU,78.54336458597476,48.75862922757043
2023-02-04,EU,61.43376862540472,10.651512292215754
2023-02-05,EU,16.622320180952276,33.76754204415411
2023-02-06,EU,32.19523503055062,0.219696350449905
2023-02-07,EU,58.111475484680774,39.512835784947434
2023-02-08,EU,81.87564772881089,5.577634309108026
2023-02-09,EU,31.588273256670806,1.0731658084772944
2023-02-10,EU,2.227977995270558,4.022089577023191
2023-02-11,EU,40.60927011728267,38.57206423032296
2023-02-12,EU,98.34219917562858,15.902029231867608
2023-02-13,EU,72.12397418318636,42.88610827803922
2023-02-14,EU,3.881191871998968,30.52333881007395
2023-02-15,EU,29.44390255377637,11.440405904477718
2023-02-16,EU,28.83106211456812,43.93798672573386
2023-02-17,EU,15.296293585987053,14.00650404524389
2023-02-18,EU,85.47527637687902,3.8365133373807647
2023-02-19,EU,36.431562313844644,11.79365695154775
2023-02-20,EU,73.26375889840875,22.661021913068286
2023-02-21,EU,1.1163707829227043,36.542685985370404
2023-02-22,EU,21.877662447350975,9.933972971987377
2023-02-23,EU,63.782582403897734,8.031764324718122
2023-02-24,EU,93.54187330589679,21.373282652026216
2023-02-25,EU,90.03791428805677,5.659149296142473
2023-02-26,EU,70.01077049130693,23.732308256241296
2023-02-27,EU,49.10261299718447,24.208752657342576
2023-02-28,EU,23.330580164648307,31.354973049054486
2023-03-01,EU,36.00340458293162,42.818260171347376
2023-03-02,EU,20.350991496128955,27.486118955565697
2023-03-03,EU,70.26817381972566,27.79222266119422
2023-03-04,EU,79.0345550712415,34.83206651517547
2023-03-05,EU,7.651612410550723,23.456362558782867
2023-03-06,EU,84.05488889396679,4.032349253857842
2023-03-07,EU,56.52864826438544,44.29529956371758
2023-03-08,EU,99.72613724236705,27.944748716767016
2023-03-09,EU,43.89257241110539,37.22348026145295
2023-03-10,EU,21.870609532230933,19.80677566743917
2023-03-11,EU,22.262543446248493,25.91739981028139
2023-03-12,EU,61.245704750396044,11.932959678082849
2023-03-13,EU,38.28831600498579,33.23335614317372
2023-03-14,EU,98.47328492973317,45.969106792282474
2023-03-15,EU,67.1585928088103,1.507310573324705
2023-03-16,EU,97.42508762568059,27.75732550230202
2023-03-17,EU,39.51828215417393,2.939063225435934
2023-03-18,EU,9.119534998827895,49.85812723736643
2023-03-19,EU,63.009247105015746,3.593596477904426
2023-03-20,EU,60.693511329798596,25.805092348563406
2023-03-21,EU,26.52886571144959,25.714175237869885
2023-03-22,EU,27.348006834884696,13.905891163486167
2023-03-23,EU,34.59577103515477,30.765333674503236
2023-03-24,EU,16.35231464074134,46.97025692763286
2023-03-25,EU,2.56698009286227,33.47162734901204
2023-03-26,EU,16.099802129508312,29.52592823840286
2023-03-27,EU,1.8418823155974984,26.884124567309303
2023-03-28,EU,6.978914369141065,46.18810206069249
2023-03-29,EU,0.00658877545750558,43.009705924454856
2023-03-30,EU,14.216280869753096,30.86846429701521
2023-03-31,EU,39.60678300468536,15.049931329419646
2023-04-01,EU,93.30458722304687,19.384273423204164
2023-04-02,EU,81.59499006559655,43.0015988614146
2023-04-03,EU,65.6245617871903,45.18543567632429
2023-04-04,EU,53.86677394235583,3.9350057910277183
2023-04-05,EU,27.157140271035594,33.99400693777439
2023-04-06,EU,42.70743819699418,38.75118449687269
2023-04-07,EU,16.399865102655788,16.773489763949932
2023-04-08,EU,33.4410401993016,14.54008134848731
2023-04-09,EU,27.02897939098977,4.030032092281443
2023-04-10,EU,6.541856557039061,39.3148430981265
